id,fullDate,year,month,day,time,descrip,district,nhood,address,street
452431,11apr2016,2016,4,11,2100,HOMICIDE,4,65,3715,N 23RD ST
452765,14apr2016,2016,4,14,1235,HOMICIDE,1,17,4746,S COMPTON AVE
452887,15apr2016,2016,4,15,910,HOMICIDE,4,63,2711,HADLEY ST
452888,15apr2016,2016,4,15,910,HOMICIDE,4,63,2711,HADLEY ST
453285,18apr2016,2016,4,18,1150,HOMICIDE,3,19,3707,CALIFORNIA AVE
453386,19apr2016,2016,4,19,545,HOMICIDE,5,54,4747,MCMILLAN AVE
477216,19apr2016,2016,4,19,1138,HOMICIDE,4,59,2764,BACON
453570,20apr2016,2016,4,20,1411,HOMICIDE,5,51,5212,VERNON AVE
453774,22apr2016,2016,4,22,1105,HOMICIDE,4,65,1423,NEWHOUSE AVE
453862,23apr2016,2016,4,23,50,HOMICIDE,3,30,2917,S JEFFERSON AVE
453984,23apr2016,2016,4,23,2200,HOMICIDE,6,72,5227,GENEVIEVE AVE
454104,24apr2016,2016,4,24,2304,HOMICIDE,1,17,4209,IOWA AVE
454316,26apr2016,2016,4,26,1549,HOMICIDE,5,51,5051,MINERVA AVE
454453,27apr2016,2016,4,27,2154,HOMICIDE,2,15,4274,HUMPHREY ST
454460,27apr2016,2016,4,27,2239,HOMICIDE,6,72,4977,PLOVER AVE
454669,29apr2016,2016,4,29,2110,HOMICIDE,6,72,5467,GILMORE AVE
454681,29apr2016,2016,4,29,2304,HOMICIDE,6,72,5010,WREN AVE
455121,30apr2016,2016,4,30,2240,HOMICIDE,3,18,3854,S 1ST ST
455163,01may2016,2016,5,1,925,HOMICIDE,6,73,6041,W FLORISSANT AVE
455506,04may2016,2016,5,4,43,HOMICIDE,5,50,3690,HAMILTON AVE
457066,15may2016,2016,5,15,2138,HOMICIDE,1,17,3009,DAKOTA ST
457584,20may2016,2016,5,20,323,HOMICIDE,6,68,4126,W FLORISSANT AVE
457866,22may2016,2016,5,22,443,HOMICIDE,6,56,4422,ELMBANK AVE
457867,22may2016,2016,5,22,443,HOMICIDE,6,56,4422,ELMBANK AVE
457868,22may2016,2016,5,22,443,HOMICIDE,6,56,4422,ELMBANK AVE
457966,22may2016,2016,5,22,2229,HOMICIDE,4,35,1110,WASHINGTON AVE
458170,24may2016,2016,5,24,1307,HOMICIDE,6,75,10900,RIVERVIEW DR
458225,24may2016,2016,5,24,2014,HOMICIDE,6,55,4938,NATURAL BRIDGE AVE
458536,27may2016,2016,5,27,209,HOMICIDE,5,50,5894,WABADA AVE
458627,27may2016,2016,5,27,2139,HOMICIDE,4,65,4017,GLASGOW AVE
458721,28may2016,2016,5,28,1349,HOMICIDE,6,56,4446,LABADIE AVE
458745,28may2016,2016,5,28,1700,HOMICIDE,6,69,4511,MARGARETTA AVE
459462,30may2016,2016,5,30,2232,HOMICIDE,4,35,900,SPRUCE ST
459851,03jun2016,2016,6,3,1830,HOMICIDE,6,71,4947,W FLORISSANT AVE
460508,08jun2016,2016,6,8,1521,HOMICIDE,3,19,3707,CALIFORNIA AVE
460581,09jun2016,2016,6,9,118,HOMICIDE,5,38,4545,OLIVE ST
460667,09jun2016,2016,6,9,1900,HOMICIDE,5,78,1368,BURD AVE
460670,09jun2016,2016,6,9,1900,HOMICIDE,5,78,1368,BURD AVE
460692,09jun2016,2016,6,9,2120,HOMICIDE,1,16,3517,BINGHAM AVE
461082,12jun2016,2016,6,12,2155,HOMICIDE,1,16,4670,S SPRING AVE
461200,13jun2016,2016,6,13,2048,HOMICIDE,5,56,4602,COTTAGE AVE
461285,14jun2016,2016,6,14,1445,HOMICIDE,6,76,5577,ERA AVE
461404,15jun2016,2016,6,15,352,HOMICIDE,6,71,5014,W FLORISSANT AVE
463198,28jun2016,2016,6,28,1455,HOMICIDE,4,77,1501,N VANDEVENTER AVE
463354,29jun2016,2016,6,29,2355,HOMICIDE,4,63,1455,CLINTON ST
463357,30jun2016,2016,6,30,30,HOMICIDE,3,30,2922,TEXAS AVE
463358,30jun2016,2016,6,30,30,HOMICIDE,3,30,2922,TEXAS AVE
463394,30jun2016,2016,6,30,1502,HOMICIDE,5,50,5343,COTE BRILLIANTE AVE
463725,30jun2016,2016,6,30,1502,HOMICIDE,5,50,5343,COTE BRILLIANTE AVE
463807,01jul2016,2016,7,1,1023,HOMICIDE,4,64,101,PENROSE ST
464056,02jul2016,2016,7,2,2330,HOMICIDE,5,58,4185,ENRIGHT AVE
464260,04jul2016,2016,7,4,1149,HOMICIDE,5,58,4263,W PAGE BLVD
464261,04jul2016,2016,7,4,1149,HOMICIDE,5,58,4263,W PAGE BLVD
464335,04jul2016,2016,7,4,2145,HOMICIDE,6,76,5538,ERA AVE
464336,04jul2016,2016,7,4,2145,HOMICIDE,6,76,5538,ERA AVE
464347,04jul2016,2016,7,4,2232,HOMICIDE,3,33,1450,LASALLE LN
464788,08jul2016,2016,7,8,100,HOMICIDE,2,29,3845,FOLSOM AVE
464796,08jul2016,2016,7,8,205,HOMICIDE,1,2,8209,S BROADWAY
464932,09jul2016,2016,7,9,220,HOMICIDE,4,60,2572,NATURAL BRIDGE AVE
465598,13jul2016,2016,7,13,2230,HOMICIDE,3,19,3009,MIAMI ST
465600,13jul2016,2016,7,13,2230,HOMICIDE,3,19,3009,MIAMI ST
465623,14jul2016,2016,7,14,145,HOMICIDE,1,1,112,BELLERIVE BLVD
465907,16jul2016,2016,7,16,152,HOMICIDE,5,50,5343,THEODOSIA AVE
465918,16jul2016,2016,7,16,221,HOMICIDE,4,59,3101,N GRAND BLVD
466017,16jul2016,2016,7,16,2052,HOMICIDE,4,59,0,N SPRING AVE / SULLIVAN AVE
467619,29jul2016,2016,7,29,200,HOMICIDE,4,59,3744,ALDINE AVE
468422,31jul2016,2016,7,31,2240,HOMICIDE,6,55,4830,LABADIE AVE
468628,02aug2016,2016,8,2,936,HOMICIDE,5,56,3916,SAINT FERDINAND AVE
468629,02aug2016,2016,8,2,936,HOMICIDE,5,56,3916,SAINT FERDINAND AVE
468751,03aug2016,2016,8,3,355,HOMICIDE,5,52,5203,MAFFITT AVE
468969,04aug2016,2016,8,4,1855,HOMICIDE,5,50,5347,TERRY AVE
469321,07aug2016,2016,8,7,330,HOMICIDE,2,39,4244,CHOUTEAU AVE
469322,07aug2016,2016,8,7,330,HOMICIDE,2,39,4244,CHOUTEAU AVE
469500,08aug2016,2016,8,8,1310,HOMICIDE,5,38,3958,WASHINGTON AVE
469985,11aug2016,2016,8,11,2345,HOMICIDE,5,46,5804,DEGIVERVILLE AVE
469994,12aug2016,2016,8,12,57,HOMICIDE,3,18,0,GASCONADE ST / I 55 SOUTHBOUND
470076,12aug2016,2016,8,12,1730,HOMICIDE,2,9,6746,PLAINVIEW AVE
470116,12aug2016,2016,8,12,2125,HOMICIDE,5,50,5750,NATURAL BRIDGE AVE
470144,12aug2016,2016,8,12,2310,HOMICIDE,5,78,5634,MINERVA AVE
470340,14aug2016,2016,8,14,10,HOMICIDE,5,51,5064,DR MARTIN LUTHER KING DR
470345,14aug2016,2016,8,14,102,HOMICIDE,4,60,2901,N FLORISSANT AVE
470538,15aug2016,2016,8,15,1557,HOMICIDE,6,76,5666,HILLER PL
470722,16aug2016,2016,8,16,2030,HOMICIDE,6,74,8847,N BROADWAY
470763,17aug2016,2016,8,17,203,HOMICIDE,1,17,2800,MOUNT PLEASANT ST
471236,20aug2016,2016,8,20,1510,HOMICIDE,6,68,5349,ALGERNON ST
471566,22aug2016,2016,8,22,2155,HOMICIDE,2,39,4447,GIBSON AVE
471589,23aug2016,2016,8,23,110,HOMICIDE,4,60,1610,HOGAN ST
471835,24aug2016,2016,8,24,1800,HOMICIDE,1,16,3772,KEOKUK ST
471914,25aug2016,2016,8,25,450,HOMICIDE,3,16,3475,MONTANA ST
472367,28aug2016,2016,8,28,602,HOMICIDE,3,16,3469,MONTANA ST
472368,28aug2016,2016,8,28,602,HOMICIDE,3,16,3469,MONTANA ST
472470,28aug2016,2016,8,28,2111,HOMICIDE,5,51,5285,PAGE BLVD
472632,30aug2016,2016,8,30,455,HOMICIDE,6,72,5520,PARTRIDGE AVE
472798,31aug2016,2016,8,31,1317,HOMICIDE,5,55,2145,N KINGSHIGHWAY BLVD
477374,02sep2016,2016,9,2,1930,HOMICIDE,6,74,916,HARLAN AVE
473438,03sep2016,2016,9,3,156,HOMICIDE,5,51,5019,MAPLE AVE
473439,03sep2016,2016,9,3,156,HOMICIDE,5,51,5019,MAPLE AVE
473906,06sep2016,2016,9,6,48,HOMICIDE,4,59,2805,GAMBLE ST
474373,09sep2016,2016,9,9,1731,HOMICIDE,1,1,418,MOTT ST
474449,10sep2016,2016,9,10,329,HOMICIDE,4,59,2930,NATURAL BRIDGE AVE
474450,10sep2016,2016,9,10,329,HOMICIDE,4,59,2930,NATURAL BRIDGE AVE
474823,12sep2016,2016,9,12,2200,HOMICIDE,5,38,455,N SARAH ST
475001,14sep2016,2016,9,14,247,HOMICIDE,5,38,4960,LACLEDE AVE
475204,15sep2016,2016,9,15,1945,HOMICIDE,4,59,2733,DODIER ST
475270,16sep2016,2016,9,16,918,HOMICIDE,6,56,4125,E LEXINGTON AVE
475450,17sep2016,2016,9,17,1630,HOMICIDE,4,59,2431,BACON ST
475661,19sep2016,2016,9,19,647,HOMICIDE,6,69,4425,ANDERSON AVE
476449,24sep2016,2016,9,24,2200,HOMICIDE,3,16,4000,CALIFORNIA AVE
477188,30sep2016,2016,9,30,2123,HOMICIDE,5,48,1225,UNION BLVD
477868,02oct2016,2016,10,2,2308,HOMICIDE,4,59,2600,NATURAL BRIDGE AVE
478432,06oct2016,2016,10,6,2120,HOMICIDE,6,68,4500,ADELAIDE AVE
478943,10oct2016,2016,10,10,2200,HOMICIDE,1,17,4516,PENNSYLVANIA AVE
478947,10oct2016,2016,10,10,2200,HOMICIDE,1,17,4516,PENNSYLVANIA AVE
479617,15oct2016,2016,10,15,2225,HOMICIDE,5,48,6062,CATES AVE
479634,16oct2016,2016,10,16,35,HOMICIDE,6,56,4100,LEXINGTON AVE
480060,19oct2016,2016,10,19,655,HOMICIDE,5,50,3630,HAMILTON AVE
480284,20oct2016,2016,10,20,2315,HOMICIDE,5,51,5194,KENSINGTON AVE
480788,24oct2016,2016,10,24,1957,HOMICIDE,6,68,4337,LEE AVE
485729,24oct2016,2016,10,24,2218,HOMICIDE,6,68,4111,LEE
481032,26oct2016,2016,10,26,1605,HOMICIDE,5,56,4520,SAINT LOUIS AVE
481234,27oct2016,2016,10,27,2301,HOMICIDE,6,69,4841,MARGARETTA AVE
481235,27oct2016,2016,10,27,2301,HOMICIDE,6,69,4841,MARGARETTA AVE
481456,29oct2016,2016,10,29,1645,HOMICIDE,4,59,3616,SULLIVAN AVE
482164,01nov2016,2016,11,1,1550,HOMICIDE,1,5,4187,TAFT AVE
482166,01nov2016,2016,11,1,1550,HOMICIDE,1,5,4187,TAFT AVE
482206,01nov2016,2016,11,1,2049,HOMICIDE,5,50,5520,NATURAL BRIDGE AVE
482288,02nov2016,2016,11,2,955,HOMICIDE,3,18,2000,WINNEBAGO ST
482358,02nov2016,2016,11,2,2140,HOMICIDE,6,69,4452,SAN FRANCISCO AVE
483199,09nov2016,2016,11,9,1436,HOMICIDE,1,1,0,HOLLY HILLS AVE / I 55 SOUTHBO
483481,11nov2016,2016,11,11,1908,HOMICIDE,6,71,5012,EMERSON AVE
484283,17nov2016,2016,11,17,1950,HOMICIDE,2,27,4201,SHAW BLVD
484357,18nov2016,2016,11,18,1400,HOMICIDE,4,62,1504,PRESERVATION PL
484457,19nov2016,2016,11,19,530,HOMICIDE,1,2,538,POEPPING ST
485840,20nov2016,2016,11,20,1926,HOMICIDE,2,9,3547,HAMPTON AVE
484637,20nov2016,2016,11,20,2213,HOMICIDE,6,71,5201,N EUCLID AVE
484737,21nov2016,2016,11,21,2058,HOMICIDE,1,1,614,FASSEN ST
484834,22nov2016,2016,11,22,1908,HOMICIDE,5,56,4001,GARFIELD AVE
485486,29nov2016,2016,11,29,1352,HOMICIDE,6,74,1155,HOWELL ST
486283,03dec2016,2016,12,3,1257,HOMICIDE,5,46,5869,DE GIVERVILLE AVE
486297,03dec2016,2016,12,3,1555,HOMICIDE,1,17,4318,OREGON AVE
486510,05dec2016,2016,12,5,1212,HOMICIDE,3,22,0,ARSENAL ST / I 55 SOUTHBOUND
486560,05dec2016,2016,12,5,1825,HOMICIDE,6,72,5400,RIVERVIEW BLVD
486887,08dec2016,2016,12,8,1759,HOMICIDE,3,31,1407,OHIO AVE
486893,08dec2016,2016,12,8,1805,HOMICIDE,5,48,5526,ETZEL AVE
486930,09dec2016,2016,12,9,15,HOMICIDE,6,74,9102,HALLS FERRY RD
487070,10dec2016,2016,12,10,346,HOMICIDE,5,58,4356,EVANS AVE
488092,19dec2016,2016,12,19,1730,HOMICIDE,6,74,8960,RIVERVIEW BLVD
488475,22dec2016,2016,12,22,2151,HOMICIDE,4,65,2004,DESTREHAN ST
488505,23dec2016,2016,12,23,618,HOMICIDE,4,59,3034,DR MARTIN LUTHER KING DR
488863,26dec2016,2016,12,26,2135,HOMICIDE,6,56,4442,LEXINGTON AVE
489043,28dec2016,2016,12,28,1258,HOMICIDE,4,60,1825,WARREN ST
489173,29dec2016,2016,12,29,1641,HOMICIDE,5,58,4061,DELMAR BLVD
489299,30dec2016,2016,12,30,1655,HOMICIDE,2,42,1007,ART HILL PL
489370,31dec2016,2016,12,31,1240,HOMICIDE,1,16,4414,S SPRING AVE
